year,day,stars,position,seconds
2015,15,2,19,884
2015,15,2,20,890
2015,15,2,21,891
2015,15,2,22,896
2015,15,2,23,911
2015,15,2,24,923
2015,15,2,25,946
2015,15,2,26,964
2015,15,2,27,987
2015,15,2,28,994
2015,15,2,29,996
2015,15,2,30,1004
2015,15,2,31,1022
2015,15,2,32,1024
2015,15,2,33,1046
2015,15,2,34,1083
2015,15,2,35,1116
2015,15,2,36,1119
2015,15,2,37,1119
2015,15,2,38,1145
2015,15,2,39,1166
2015,15,2,40,1166
2015,15,2,41,1168
2015,15,2,42,1180
2015,15,2,43,1188
2015,15,2,44,1211
2015,15,2,45,1211
2015,15,2,46,1223
2015,15,2,47,1223
2015,15,2,48,1224
2015,15,2,49,1233
2015,15,2,50,1261
2015,15,2,51,1272
2015,15,2,52,1288
2015,15,2,53,1291
2015,15,2,54,1320
2015,15,2,55,1327
2015,15,2,56,1338
2015,15,2,57,1341
2015,15,2,58,1345
2015,15,2,59,1351
2015,15,2,60,1375
2015,15,2,61,1393
2015,15,2,62,1394
2015,15,2,63,1398
2015,15,2,64,1408
2015,15,2,65,1420
2015,15,2,66,1422
2015,15,2,67,1435
2015,15,2,68,1442
2015,15,2,69,1444
2015,15,2,70,1446
2015,15,2,71,1477
2015,15,2,72,1484
2015,15,2,73,1491
2015,15,2,74,1511
2015,15,2,75,1512
2015,15,2,76,1516
2015,15,2,77,1528
2015,15,2,78,1582
2015,15,2,79,1608
2015,15,2,80,1624
2015,15,2,81,1651
2015,15,2,82,1661
2015,15,2,83,1673
2015,15,2,84,1673
2015,15,2,85,1676
2015,15,2,86,1679
2015,15,2,87,1698
2015,15,2,88,1700
2015,15,2,89,1759
2015,15,2,90,1776
2015,15,2,91,1778
2015,15,2,92,1799
2015,15,2,93,1831
2015,15,2,94,1835
2015,15,2,95,1850
2015,15,2,96,1863
2015,15,2,97,1879
2015,15,2,98,1888
2015,15,2,99,1905
2015,15,2,100,1938
2015,15,1,1,351
2015,15,1,2,367
2015,15,1,3,368
2015,15,1,4,495
2015,15,1,5,526
2015,15,1,6,535
2015,15,1,7,581
2015,15,1,8,590
2015,15,1,9,631
2015,15,1,10,640
2015,15,1,11,643
2015,15,1,12,679
2015,15,1,13,690
2015,15,1,14,729
2015,15,1,15,733
2015,15,1,16,739
2015,15,1,17,739
2015,15,1,18,750
2015,15,1,19,754
2015,15,1,20,763
2015,15,1,21,780
2015,15,1,22,787
2015,15,1,23,788
2015,15,1,24,795
2015,15,1,25,879
2015,15,1,26,894
2015,15,1,27,901
2015,15,1,28,904
2015,15,1,29,914
2015,15,1,30,917
2015,15,1,31,922
2015,15,1,32,925
2015,15,1,33,987
2015,15,1,34,1000
2015,15,1,35,1017
2015,15,1,36,1022
2015,15,1,37,1060
2015,15,1,38,1062
2015,15,1,39,1063
2015,15,1,40,1071
2015,15,1,41,1087
2015,15,1,42,1092
2015,15,1,43,1096
2015,15,1,44,1097
2015,15,1,45,1108
2015,15,1,46,1134
2015,15,1,47,1138
2015,15,1,48,1154
2015,15,1,49,1159
2015,15,1,50,1164
2015,15,1,51,1172
2015,15,1,52,1181
2015,15,1,53,1192
2015,15,1,54,1194
2015,15,1,55,1201
2015,15,1,56,1208
2015,15,1,57,1216
2015,15,1,58,1229
2015,15,1,59,1254
2015,15,1,60,1257
2015,15,1,61,1270
2015,15,1,62,1271
2015,15,1,63,1271
2015,15,1,64,1273
2015,15,1,65,1275
2015,15,1,66,1279
2015,15,1,67,1284
2015,15,1,68,1284
2015,15,1,69,1290
2015,15,1,70,1300
2015,15,1,71,1314
2015,15,1,72,1335
2015,15,1,73,1341
2015,15,1,74,1358
2015,15,1,75,1374
2015,15,1,76,1376
2015,15,1,77,1376
2015,15,1,78,1380
2015,15,1,79,1383
2015,15,1,80,1391
2015,15,1,81,1402
2015,15,1,82,1441
2015,15,1,83,1441
2015,15,1,84,1457
2015,15,1,85,1457
2015,15,1,86,1488
2015,15,1,87,1491
2015,15,1,88,1506
2015,15,1,89,1509
2015,15,1,90,1520
2015,15,1,91,1524
2015,15,1,92,1538
2015,15,1,93,1542
2015,15,1,94,1563
2015,15,1,95,1567
2015,15,1,96,1568
2015,15,1,97,1575
2015,15,1,98,1582
2015,15,1,99,1588
2015,15,1,100,1591
2015,16,2,1,378
2015,16,2,2,396
2015,16,2,3,398
2015,16,2,4,445
2015,16,2,5,469
2015,16,2,6,478
2015,16,2,7,494
2015,16,2,8,495
2015,16,2,9,506
2015,16,2,10,543
2015,16,2,11,548
2015,16,2,12,557
2015,16,2,13,565
2015,16,2,14,567
2015,16,2,15,573
2015,16,2,16,577
2015,16,2,17,578
2015,16,2,18,586
2015,16,2,19,590
2015,16,2,20,617
2015,16,2,21,635
2015,16,2,22,641
2015,16,2,23,644
2015,16,2,24,646
2015,16,2,25,657
2015,16,2,26,670
2015,16,2,27,673
2015,16,2,28,678
2015,16,2,29,683
2015,16,2,30,685
2015,16,2,31,689
2015,16,2,32,693
2015,16,2,33,695
2015,16,2,34,705
2015,16,2,35,707
2015,16,2,36,713
2015,16,2,37,717
2015,16,2,38,721
2015,16,2,39,726
2015,16,2,40,728
2015,16,2,41,728
2015,16,2,42,730
2015,16,2,43,732
2015,16,2,44,733
2015,16,2,45,749
2015,16,2,46,751
2015,16,2,47,752
2015,16,2,48,757
2015,16,2,49,764
2015,16,2,50,768
2015,16,2,51,784
2015,16,2,52,794
2015,16,2,53,797
2015,16,2,54,798
2015,16,2,55,807
2015,16,2,56,808
2015,16,2,57,813
2015,16,2,58,818
2015,16,2,59,826
2015,16,2,60,836
2015,16,2,61,841
2015,16,2,62,846
2015,16,2,63,847
2015,16,2,64,855
2015,16,2,65,861
2015,16,2,66,866
2015,16,2,67,897
2015,16,2,68,902
2015,16,2,69,917
2015,16,2,70,921
2015,16,2,71,924
2015,16,2,72,928
2015,16,2,73,935
2015,16,2,74,946
2015,16,2,75,955
2015,16,2,76,960
2015,16,2,77,971
2015,16,2,78,977
2015,16,2,79,981
2015,16,2,80,988
2015,16,2,81,990
2015,16,2,82,991
2015,16,2,83,994
2015,16,2,84,1005
2015,16,2,85,1010
2015,16,2,86,1012
2015,16,2,87,1012
2015,16,2,88,1019
2015,16,2,89,1038
2015,16,2,90,1040
2015,16,2,91,1042
2015,16,2,92,1042
2015,16,2,93,1047
2015,16,2,94,1047
2015,16,2,95,1051
2015,16,2,96,1051
2015,16,2,97,1070
2015,16,2,98,1072
2015,16,2,99,1088
2015,16,2,100,1095
2015,16,1,1,214
2015,16,1,2,218
2015,16,1,3,267
2015,16,1,4,270
2015,16,1,5,271
2015,16,1,6,273
2015,16,1,7,282
2015,16,1,8,286
2015,16,1,9,288
2015,16,1,10,291
2015,16,1,11,294
2015,16,1,12,303
2015,16,1,13,304
2015,16,1,14,339
2015,16,1,15,353
2015,16,1,16,373
2015,16,1,17,375
2015,16,1,18,375
2015,16,1,19,396
2015,16,1,20,396
2015,16,1,21,402
2015,16,1,22,403
2015,16,1,23,410
2015,16,1,24,418
2015,16,1,25,425
2015,16,1,26,431
2015,16,1,27,435
2015,16,1,28,438
2015,16,1,29,445
2015,16,1,30,446
2015,16,1,31,450
2015,16,1,32,453
2015,16,1,33,459
2015,16,1,34,464
2015,16,1,35,471
2015,16,1,36,478
2015,16,1,37,480
2015,16,1,38,487
2015,16,1,39,489
2015,16,1,40,492
2015,16,1,41,497
2015,16,1,42,499
2015,16,1,43,502
2015,16,1,44,502
2015,16,1,45,509
2015,16,1,46,516
2015,16,1,47,521
2015,16,1,48,526
2015,16,1,49,535
2015,16,1,50,540
2015,16,1,51,541
2015,16,1,52,543
2015,16,1,53,547
2015,16,1,54,548
2015,16,1,55,550
2015,16,1,56,557
2015,16,1,57,563
2015,16,1,58,566
2015,16,1,59,568
2015,16,1,60,568
2015,16,1,61,570
2015,16,1,62,586
2015,16,1,63,597
2015,16,1,64,599
2015,16,1,65,605
2015,16,1,66,606
2015,16,1,67,607
2015,16,1,68,612
2015,16,1,69,612
2015,16,1,70,622
2015,16,1,71,623
2015,16,1,72,631
2015,16,1,73,635
2015,16,1,74,635
2015,16,1,75,639
2015,16,1,76,646
2015,16,1,77,651
2015,16,1,78,663
2015,16,1,79,674
2015,16,1,80,676
2015,16,1,81,686
2015,16,1,82,689
2015,16,1,83,708
2015,16,1,84,714
2015,16,1,85,715
2015,16,1,86,715
2015,16,1,87,720
2015,16,1,88,721
2015,16,1,89,724
2015,16,1,90,724
2015,16,1,91,725
2015,16,1,92,725
2015,16,1,93,726
2015,16,1,94,727
2015,16,1,95,745
2015,16,1,96,754
2015,16,1,97,758
2015,16,1,98,760
2015,16,1,99,761
2015,16,1,100,766
2015,17,2,1,106
2015,17,2,2,208
2015,17,2,3,219
2015,17,2,4,228
2015,17,2,5,248
2015,17,2,6,261
2015,17,2,7,267
2015,17,2,8,278
2015,17,2,9,285
2015,17,2,10,291
2015,17,2,11,310
2015,17,2,12,328
2015,17,2,13,329
2015,17,2,14,335
2015,17,2,15,356
2015,17,2,16,361
2015,17,2,17,364
2015,17,2,18,368
2015,17,2,19,379
2015,17,2,20,383
2015,17,2,21,383
2015,17,2,22,393
2015,17,2,23,397
2015,17,2,24,399
2015,17,2,25,401
2015,17,2,26,428
2015,17,2,27,436
2015,17,2,28,440
2015,17,2,29,442
2015,17,2,30,456
2015,17,2,31,460
2015,17,2,32,460
2015,17,2,33,481
2015,17,2,34,500
2015,17,2,35,508
2015,17,2,36,516
2015,17,2,37,532
2015,17,2,38,540
2015,17,2,39,541
2015,17,2,40,564
2015,17,2,41,588
2015,17,2,42,594
2015,17,2,43,595
2015,17,2,44,598
2015,17,2,45,598
2015,17,2,46,603
2015,17,2,47,609
2015,17,2,48,633
2015,17,2,49,634
2015,17,2,50,646
2015,17,2,51,650
2015,17,2,52,658
2015,17,2,53,662
2015,17,2,54,666
2015,17,2,55,681
2015,17,2,56,683
2015,17,2,57,713
2015,17,2,58,727
2015,17,2,59,729
2015,17,2,60,732
2015,17,2,61,746
2015,17,2,62,754
2015,17,2,63,755
2015,17,2,64,761
2015,17,2,65,761
2015,17,2,66,761
2015,17,2,67,764
2015,17,2,68,770
2015,17,2,69,772
2015,17,2,70,781
2015,17,2,71,782
2015,17,2,72,792
2015,17,2,73,810
2015,17,2,74,812
2015,17,2,75,812
2015,17,2,76,818
2015,17,2,77,820
2015,17,2,78,830
2015,17,2,79,837
2015,17,2,80,841
2015,17,2,81,847
2015,17,2,82,852
2015,17,2,83,860
2015,17,2,84,868
2015,17,2,85,869
2015,17,2,86,871
2015,17,2,87,884
2015,17,2,88,888
2015,17,2,89,902
2015,17,2,90,934
2015,17,2,91,937
2015,17,2,92,945
2015,17,2,93,966
2015,17,2,94,987
2015,17,2,95,1006
2015,17,2,96,1007
2015,17,2,97,1008
2015,17,2,98,1018
2015,17,2,99,1039
2015,17,2,100,1049
2015,17,1,1,71
2015,17,1,2,98
2015,17,1,3,128
2015,17,1,4,138
2015,17,1,5,151
2015,17,1,6,158
2015,17,1,7,165
2015,17,1,8,165
2015,17,1,9,179
2015,17,1,10,180
2015,17,1,11,181
2015,17,1,12,188
2015,17,1,13,191
2015,17,1,14,194
2015,17,1,15,216
2015,17,1,16,223
2015,17,1,17,224
2015,17,1,18,229
2015,17,1,19,243
2015,17,1,20,251
2015,17,1,21,253
2015,17,1,22,260
2015,17,1,23,262
2015,17,1,24,263
2015,17,1,25,274
2015,17,1,26,283
2015,17,1,27,291
2015,17,1,28,294
2015,17,1,29,296
2015,17,1,30,306
2015,17,1,31,308
2015,17,1,32,312
2015,17,1,33,317
2015,17,1,34,319
2015,17,1,35,325
2015,17,1,36,342
2015,17,1,37,353
2015,17,1,38,363
2015,17,1,39,369
2015,17,1,40,377
2015,17,1,41,383
2015,17,1,42,392
2015,17,1,43,399
2015,17,1,44,405
2015,17,1,45,405
2015,17,1,46,411
2015,17,1,47,411
2015,17,1,48,415
2015,17,1,49,420
2015,17,1,50,423
2015,17,1,51,433
2015,17,1,52,446
2015,17,1,53,462
2015,17,1,54,462
2015,17,1,55,463
2015,17,1,56,469
2015,17,1,57,473
2015,17,1,58,473
2015,17,1,59,480
2015,17,1,60,484
2015,17,1,61,499
2015,17,1,62,500
2015,17,1,63,500
2015,17,1,64,515
2015,17,1,65,520
2015,17,1,66,527
2015,17,1,67,532
2015,17,1,68,542
2015,17,1,69,549
2015,17,1,70,553
2015,17,1,71,557
2015,17,1,72,575
2015,17,1,73,579
2015,17,1,74,580
2015,17,1,75,590
2015,17,1,76,595
2015,17,1,77,595
2015,17,1,78,605
2015,17,1,79,614
2015,17,1,80,614
2015,17,1,81,620
2015,17,1,82,621
2015,17,1,83,628
2015,17,1,84,630
2015,17,1,85,632
2015,17,1,86,643
2015,17,1,87,643
2015,17,1,88,645
2015,17,1,89,649
2015,17,1,90,655
2015,17,1,91,655
2015,17,1,92,655
2015,17,1,93,657
2015,17,1,94,662
2015,17,1,95,665
2015,17,1,96,666
2015,17,1,97,681
2015,17,1,98,684
2015,17,1,99,687
2015,17,1,100,717
2015,18,2,1,334
2015,18,2,2,514
2015,18,2,3,516
2015,18,2,4,566
2015,18,2,5,610
2015,18,2,6,675
2015,18,2,7,678
2015,18,2,8,690
2015,18,2,9,745
2015,18,2,10,758
2015,18,2,11,764
2015,18,2,12,771
2015,18,2,13,780
2015,18,2,14,802
2015,18,2,15,810
2015,18,2,16,846
2015,18,2,17,853
2015,18,2,18,867
2015,18,2,19,870
2015,18,2,20,885
2015,18,2,21,888
2015,18,2,22,889
2015,18,2,23,901
2015,18,2,24,914
2015,18,2,25,942
2015,18,2,26,945
2015,18,2,27,964
2015,18,2,28,968
2015,18,2,29,987
2015,18,2,30,988
2015,18,2,31,989
2015,18,2,32,990
2015,18,2,33,1027
2015,18,2,34,1029
2015,18,2,35,1036
2015,18,2,36,1042
2015,18,2,37,1047
2015,18,2,38,1053
2015,18,2,39,1069
2015,18,2,40,1073
2015,18,2,41,1084
2015,18,2,42,1117
2015,18,2,43,1124
2015,18,2,44,1138
2015,18,2,45,1144
2015,18,2,46,1147
2015,18,2,47,1155
2015,18,2,48,1174
2015,18,2,49,1178
2015,18,2,50,1181
2015,18,2,51,1182
2015,18,2,52,1190
2015,18,2,53,1198
2015,18,2,54,1220
2015,18,2,55,1234
2015,18,2,56,1254
2015,18,2,57,1258
2015,18,2,58,1287
2015,18,2,59,1296
2015,18,2,60,1318
2015,18,2,61,1318
2015,18,2,62,1321
2015,18,2,63,1326
2015,18,2,64,1346
2015,18,2,65,1357
2015,18,2,66,1363
2015,18,2,67,1392
2015,18,2,68,1397
2015,18,2,69,1403
2015,18,2,70,1427
2015,18,2,71,1467
2015,18,2,72,1491
2015,18,2,73,1496
2015,18,2,74,1505
2015,18,2,75,1516
2015,18,2,76,1518
2015,18,2,77,1549
2015,18,2,78,1557
2015,18,2,79,1580
2015,18,2,80,1602
2015,18,2,81,1607
2015,18,2,82,1632
2015,18,2,83,1637
2015,18,2,84,1659
2015,18,2,85,1661
2015,18,2,86,1665
2015,18,2,87,1665
2015,18,2,88,1675
2015,18,2,89,1683
2015,18,2,90,1706
2015,18,2,91,1715
2015,18,2,92,1728
2015,18,2,93,1734
2015,18,2,94,1745
2015,18,2,95,1750
2015,18,2,96,1757
2015,18,2,97,1761
2015,18,2,98,1770
2015,18,2,99,1779
2015,18,2,100,1781
2015,18,1,1,278
2015,18,1,2,410
2015,18,1,3,444
2015,18,1,4,456
2015,18,1,5,487
2015,18,1,6,544
2015,18,1,7,568
2015,18,1,8,586
2015,18,1,9,591
2015,18,1,10,595
2015,18,1,11,598
2015,18,1,12,621
2015,18,1,13,651
2015,18,1,14,662
2015,18,1,15,681
2015,18,1,16,702
2015,18,1,17,703
2015,18,1,18,715
2015,18,1,19,733
2015,18,1,20,737
2015,18,1,21,738
2015,18,1,22,755
2015,18,1,23,769
2015,18,1,24,775
2015,18,1,25,783
2015,18,1,26,784
2015,18,1,27,784
2015,18,1,28,826
2015,18,1,29,828
2015,18,1,30,835
2015,18,1,31,836
2015,18,1,32,837
2015,18,1,33,837
2015,18,1,34,858
2015,18,1,35,860
2015,18,1,36,882
2015,18,1,37,888
2015,18,1,38,892
2015,18,1,39,902
2015,18,1,40,904
2015,18,1,41,926
2015,18,1,42,958
2015,18,1,43,966
2015,18,1,44,975
2015,18,1,45,977
2015,18,1,46,1000
2015,18,1,47,1000
2015,18,1,48,1003
2015,18,1,49,1003
2015,18,1,50,1006
2015,18,1,51,1006
2015,18,1,52,1015
2015,18,1,53,1016
2015,18,1,54,1019
2015,18,1,55,1027
2015,18,1,56,1030
2015,18,1,57,1038
2015,18,1,58,1046
2015,18,1,59,1051
2015,18,1,60,1052
2015,18,1,61,1077
2015,18,1,62,1078
2015,18,1,63,1082
2015,18,1,64,1102
2015,18,1,65,1114
2015,18,1,66,1127
2015,18,1,67,1135
2015,18,1,68,1141
2015,18,1,69,1156
2015,18,1,70,1162
2015,18,1,71,1176
2015,18,1,72,1221
2015,18,1,73,1224
2015,18,1,74,1232
2015,18,1,75,1240
2015,18,1,76,1242
2015,18,1,77,1254
2015,18,1,78,1268
2015,18,1,79,1270
2015,18,1,80,1281
2015,18,1,81,1289
2015,18,1,82,1314
2015,18,1,83,1320
2015,18,1,84,1331
2015,18,1,85,1349
2015,18,1,86,1350
2015,18,1,87,1352
2015,18,1,88,1355
2015,18,1,89,1359
2015,18,1,90,1372
2015,18,1,91,1410
2015,18,1,92,1420
2015,18,1,93,1435
2015,18,1,94,1459
2015,18,1,95,1476
2015,18,1,96,1478
2015,18,1,97,1497
2015,18,1,98,1507
2015,18,1,99,1526
2015,18,1,100,1531
2015,19,2,1,1075
2015,19,2,2,1350
2015,19,2,3,1377
2015,19,2,4,1682
2015,19,2,5,1806
2015,19,2,6,1877
2015,19,2,7,1963
2015,19,2,8,1996
2015,19,2,9,2173
2015,19,2,10,2175
2015,19,2,11,2246
2015,19,2,12,2391
2015,19,2,13,2416
2015,19,2,14,2424
2015,19,2,15,2438
2015,19,2,16,2499
2015,19,2,17,2544
2015,19,2,18,2552
2015,19,2,19,2600
2015,19,2,20,2611
2015,19,2,21,2754
2015,19,2,22,2996
2015,19,2,23,3041
2015,19,2,24,3188
2015,19,2,25,3314
2015,19,2,26,3344
2015,19,2,27,3439
2015,19,2,28,3444
2015,19,2,29,3461
2015,19,2,30,3475
2015,19,2,31,3782
2015,19,2,32,3813
2015,19,2,33,3813
2015,19,2,34,3874
2015,19,2,35,3911
2015,19,2,36,4048
2015,19,2,37,4134
2015,19,2,38,4359
2015,19,2,39,4370
2015,19,2,40,4419
2015,19,2,41,4449
2015,19,2,42,4456
2015,19,2,43,4555
2015,19,2,44,4883
2015,19,2,45,4895
2015,19,2,46,5106
2015,19,2,47,5128
2015,19,2,48,5270
2015,19,2,49,5599
2015,19,2,50,5716
2015,19,2,51,5735
2015,19,2,52,5785
2015,19,2,53,5914
2015,19,2,54,5950
2015,19,2,55,6216
2015,19,2,56,6372
2015,19,2,57,6378
2015,19,2,58,6907
2015,19,2,59,6913
2015,19,2,60,7293
2015,19,2,61,7343
2015,19,2,62,7383
2015,19,2,63,7587
2015,19,2,64,7612
2015,19,2,65,8273
2015,19,2,66,8335
2015,19,2,67,8500
2015,19,2,68,8773
2015,19,2,69,8967
2015,19,2,70,8999
2015,19,2,71,9254
2015,19,2,72,9291
2015,19,2,73,9518
2015,19,2,74,9535
2015,19,2,75,9745
2015,19,2,76,9748
2015,19,2,77,9974
2015,19,2,78,10229
2015,19,2,79,10245
2015,19,2,80,10398
2015,19,2,81,10816
2015,19,2,82,10844
2015,19,2,83,10979
2015,19,2,84,11354
2015,19,2,85,11388
2015,19,2,86,12131
2015,19,2,87,12201
2015,19,2,88,12621
2015,19,2,89,12623
2015,19,2,90,12746
2015,19,2,91,12950
2015,19,2,92,12986
2015,19,2,93,13031
2015,19,2,94,13065
2015,19,2,95,13308
2015,19,2,96,13510
2015,19,2,97,13562
2015,19,2,98,13591
2015,19,2,99,13893
2015,19,2,100,13931
2015,19,1,1,308
2015,19,1,2,386
2015,19,1,3,429
2015,19,1,4,454
2015,19,1,5,474
2015,19,1,6,496
2015,19,1,7,502
2015,19,1,8,505
2015,19,1,9,506
2015,19,1,10,507
2015,19,1,11,524
2015,19,1,12,554
2015,19,1,13,555
2015,19,1,14,561
2015,19,1,15,571
2015,19,1,16,583
2015,19,1,17,584
2015,19,1,18,596
2015,19,1,19,625
2015,19,1,20,634
2015,19,1,21,645
2015,19,1,22,669
2015,19,1,23,685
2015,19,1,24,706
2015,19,1,25,709
2015,19,1,26,714
2015,19,1,27,720
2015,19,1,28,727
2015,19,1,29,743
2015,19,1,30,763
2015,19,1,31,769
2015,19,1,32,792
2015,19,1,33,800
2015,19,1,34,802
2015,19,1,35,803
2015,19,1,36,822
2015,19,1,37,826
2015,19,1,38,832
2015,19,1,39,835
2015,19,1,40,836
2015,19,1,41,850
2015,19,1,42,874
2015,19,1,43,881
2015,19,1,44,889
2015,19,1,45,907
2015,19,1,46,909
2015,19,1,47,936
2015,19,1,48,943
2015,19,1,49,969
2015,19,1,50,971
2015,19,1,51,976
2015,19,1,52,991
2015,19,1,53,1002
2015,19,1,54,1003
2015,19,1,55,1030
2015,19,1,56,1030
2015,19,1,57,1046
2015,19,1,58,1070
2015,19,1,59,1091
2015,19,1,60,1099
2015,19,1,61,1100
2015,19,1,62,1101
2015,19,1,63,1108
2015,19,1,64,1117
2015,19,1,65,1124
2015,19,1,66,1129
2015,19,1,67,1133
2015,19,1,68,1134
2015,19,1,69,1142
2015,19,1,70,1161
2015,19,1,71,1172
2015,19,1,72,1174
2015,19,1,73,1193
2015,19,1,74,1201
2015,19,1,75,1203
2015,19,1,76,1212
2015,19,1,77,1246
2015,19,1,78,1247
2015,19,1,79,1294
2015,19,1,80,1303
2015,19,1,81,1304
2015,19,1,82,1306
2015,19,1,83,1329
2015,19,1,84,1329
2015,19,1,85,1337
2015,19,1,86,1337
2015,19,1,87,1338
2015,19,1,88,1363
2015,19,1,89,1369
2015,19,1,90,1371
2015,19,1,91,1398
2015,19,1,92,1398
2015,19,1,93,1405
2015,19,1,94,1465
2015,19,1,95,1468
2015,19,1,96,1494
2015,19,1,97,1513
2015,19,1,98,1525
2015,19,1,99,1531
2015,19,1,100,1539
2015,20,2,1,361
2015,20,2,2,395
2015,20,2,3,555
2015,20,2,4,560
2015,20,2,5,562
2015,20,2,6,579
2015,20,2,7,624
2015,20,2,8,629
2015,20,2,9,707
2015,20,2,10,753
2015,20,2,11,760
2015,20,2,12,793
2015,20,2,13,822
2015,20,2,14,902
2015,20,2,15,906
2015,20,2,16,907
2015,20,2,17,985
2015,20,2,18,987
2015,20,2,19,1028
2015,20,2,20,1030
2015,20,2,21,1094
2015,20,2,22,1113
2015,20,2,23,1129
2015,20,2,24,1136
2015,20,2,25,1140
2015,20,2,26,1149
2015,20,2,27,1258
2015,20,2,28,1262
2015,20,2,29,1302
2015,20,2,30,1337
2015,20,2,31,1358
2015,20,2,32,1380
2015,20,2,33,1394
2015,20,2,34,1401
2015,20,2,35,1446
2015,20,2,36,1484
2015,20,2,37,1487
2015,20,2,38,1502
2015,20,2,39,1508
2015,20,2,40,1546
2015,20,2,41,1594
2015,20,2,42,1664
2015,20,2,43,1679
2015,20,2,44,1693
2015,20,2,45,1706
2015,20,2,46,1719
2015,20,2,47,1751
2015,20,2,48,1760
2015,20,2,49,1761
2015,20,2,50,1874
2015,20,2,51,1904
2015,20,2,52,1912
2015,20,2,53,1933
2015,20,2,54,1974
2015,20,2,55,2017
2015,20,2,56,2040
2015,20,2,57,2053
2015,20,2,58,2109
2015,20,2,59,2132
2015,20,2,60,2169
2015,20,2,61,2179
2015,20,2,62,2192
2015,20,2,63,2207
2015,20,2,64,2238
2015,20,2,65,2286
2015,20,2,66,2318
2015,20,2,67,2318
2015,20,2,68,2330
2015,20,2,69,2385
2015,20,2,70,2454
2015,20,2,71,2467
2015,20,2,72,2517
2015,20,2,73,2645
2015,20,2,74,2685
2015,20,2,75,2722
2015,20,2,76,2728
2015,20,2,77,2737
2015,20,2,78,2778
2015,20,2,79,2830
2015,20,2,80,2842
2015,20,2,81,2856
2015,20,2,82,2872
2015,20,2,83,2971
2015,20,2,84,2981
2015,20,2,85,3010
2015,20,2,86,3041
2015,20,2,87,3143
2015,20,2,88,3245
2015,20,2,89,3307
2015,20,2,90,3314
2015,20,2,91,3323
2015,20,2,92,3417
2015,20,2,93,3447
2015,20,2,94,3455
2015,20,2,95,3577
2015,20,2,96,3680
2015,20,2,97,3698
2015,20,2,98,3723
2015,20,2,99,3818
2015,20,2,100,3837
2015,20,1,1,270
2015,20,1,2,306
2015,20,1,3,308
2015,20,1,4,340
2015,20,1,5,346
2015,20,1,6,391
2015,20,1,7,445
2015,20,1,8,462
2015,20,1,9,462
2015,20,1,10,483
2015,20,1,11,489
2015,20,1,12,495
2015,20,1,13,500
2015,20,1,14,515
2015,20,1,15,541
2015,20,1,16,584
2015,20,1,17,585
2015,20,1,18,596
2015,20,1,19,651
2015,20,1,20,662
2015,20,1,21,682
2015,20,1,22,704
2015,20,1,23,721
2015,20,1,24,763
2015,20,1,25,769
2015,20,1,26,792
2015,20,1,27,814
2015,20,1,28,821
2015,20,1,29,825
2015,20,1,30,860
2015,20,1,31,861
2015,20,1,32,892
2015,20,1,33,893
2015,20,1,34,909
2015,20,1,35,918
2015,20,1,36,932
2015,20,1,37,936
2015,20,1,38,944
2015,20,1,39,971
2015,20,1,40,973
2015,20,1,41,1008
2015,20,1,42,1020
2015,20,1,43,1051
2015,20,1,44,1060
2015,20,1,45,1067
2015,20,1,46,1113
2015,20,1,47,1160
2015,20,1,48,1165
2015,20,1,49,1247
2015,20,1,50,1248
2015,20,1,51,1264
2015,20,1,52,1302
2015,20,1,53,1314
2015,20,1,54,1336
2015,20,1,55,1346
2015,20,1,56,1371
2015,20,1,57,1410
2015,20,1,58,1424
2015,20,1,59,1464
2015,20,1,60,1508
2015,20,1,61,1545
2015,20,1,62,1580
2015,20,1,63,1580
2015,20,1,64,1582
2015,20,1,65,1615
2015,20,1,66,1638
2015,20,1,67,1673
2015,20,1,68,1715
2015,20,1,69,1722
2015,20,1,70,1734
2015,20,1,71,1782
2015,20,1,72,1809
2015,20,1,73,1818
2015,20,1,74,1863
2015,20,1,75,1896
2015,20,1,76,1942
2015,20,1,77,1976
2015,20,1,78,2036
2015,20,1,79,2067
2015,20,1,80,2092
2015,20,1,81,2113
2015,20,1,82,2128
2015,20,1,83,2154
2015,20,1,84,2172
2015,20,1,85,2172
2015,20,1,86,2186
2015,20,1,87,2223
2015,20,1,88,2230
2015,20,1,89,2243
2015,20,1,90,2243
2015,20,1,91,2284
2015,20,1,92,2339
2015,20,1,93,2378
2015,20,1,94,2406
2015,20,1,95,2412
2015,20,1,96,2432
2015,20,1,97,2441
2015,20,1,98,2470
2015,20,1,99,2488
2015,20,1,100,2522
2015,21,2,1,699
2015,21,2,2,758
2015,21,2,3,772
2015,21,2,4,842
2015,21,2,5,843
2015,21,2,6,932
2015,21,2,7,968
2015,21,2,8,995
2015,21,2,9,1025
2015,21,2,10,1027
2015,21,2,11,1030
2015,21,2,12,1049
2015,21,2,13,1061
2015,21,2,14,1095
2015,21,2,15,1151
2015,21,2,16,1162
2015,21,2,17,1193
2015,21,2,18,1210
2015,21,2,19,1228
2015,21,2,20,1263
2015,21,2,21,1268
2015,21,2,22,1276
2015,21,2,23,1292
2015,21,2,24,1309
2015,21,2,25,1326
2015,21,2,26,1340
2015,21,2,27,1351
2015,21,2,28,1359
2015,21,2,29,1367
2015,21,2,30,1402
2015,21,2,31,1402
2015,21,2,32,1403
2015,21,2,33,1405
2015,21,2,34,1408
